# key | rank | definition   (ranks 1-2 are one-word glosses; 3+ broaden out)
# Source: ls_A.json (Lewis & Short via Perseus), simplified for learners.
adamo | 1 | love
adamo | 3 | to fall deeply in love with someone, to come to love them
adamo | 4 | to take a strong liking to a thing, to grow fond of it
adaperio | 1 | open
adaperio | 3 | to open something fully, to throw it wide
adaperio | 4 | to uncover or bare a thing: caput adaperire, to bare the head
adaugeo | 1 | increase
adaugeo | 3 | to make something greater by adding to it, to augment it
adaugeo | 4 | in sacrifice, to devote or offer something up
adbibo | 1 | drink
adbibo | 3 | to drink up, to take a drink
adbibo | 4 | to drink in what is said, to take words in eagerly
addecet | 1 | befits
addecet | 3 | impersonal: it is fitting, it becomes one to do something, found only in early Latin
addico | 1 | award
addico | 2 | consign
addico | 3 | of birds and omens, to be favourable, to give approval
addico | 4 | at an auction, to knock a lot down to the highest bidder
addico | 5 | as a judge, to make something over to someone, to adjudge it to them
addico | 6 | to hand a debtor over to his creditor as a bondsman
addico | 7 | to devote or dedicate oneself to a cause
addico | 8 | to give someone up, to sacrifice or abandon them
addico | 9 | addictus as an adjective: bound over, pledged, enslaved to a person or a doctrine
addisco | 1 | learn
addisco | 3 | to learn something further, to go on learning
addisco | 4 | to be told something, to hear or find it out
addo | 1 | add
addo | 3 | to put or place one thing beside another
addo | 4 | to add to a thing so as to increase it (with the dative or ad)
addo | 5 | to impart a quality: animum addere, to give courage
addo | 6 | adde, or adde huc, add to this, used to bring in a further point
addo | 7 | to set someone over another as a watcher or a tormentor
addubito | 1 | doubt
addubito | 3 | to begin to doubt, to waver about something (with de or in)
addubito | 4 | to call a thing into question, to be unsure of it
adduco | 1 | lead
adduco | 2 | persuade
adduco | 3 | to lead or bring someone to a place, usually in one's own company
adduco | 4 | to draw something tight, to pull it towards oneself: adducere tormenta, to wind the artillery taut
adduco | 5 | of skin, to draw up, to wrinkle or shrivel
adduco | 6 | to bring someone into a state: in periculum adducere, to bring into danger
adduco | 7 | to induce or persuade someone to do or believe something (with ut and the subjunctive)
adduco | 8 | adductus as an adjective: taut and tight; of character, strict and severe
adedo | 1 | gnaw
adedo | 3 | to bite at something, to nibble or gnaw it
adedo | 4 | to eat away or consume, of fire, of rust, and of a squandered fortune
adeo1 | 1 | approach
adeo1 | 2 | undertake
adeo1 | 3 | to go up to a place or a person (with ad, in, or the accusative)
adeo1 | 4 | to approach someone to ask, consult, or petition: adire praetorem, to apply to the praetor
adeo1 | 5 | to visit a place in order to see or inspect it
adeo1 | 6 | to come at someone in a hostile way, to attack them
adeo1 | 7 | to enter upon something, to take it on: adire periculum, to face a danger; hereditatem adire, to enter on an inheritance
adeo2 | 1 | so
adeo2 | 2 | indeed
adeo2 | 3 | to that degree, so far, so much: adeo ut, to such a degree that
adeo2 | 4 | of space or time, so far, so long, often strengthened by usque
adeo2 | 5 | placed after a word for emphasis, even, just, precisely: id adeo, that very thing
adeo2 | 6 | in the comic poets, moreover, besides, what is more
adeo2 | 7 | bringing in a reason, and indeed, for in fact
adeo2 | 8 | nay rather, correcting or strengthening what was just said
adeps | 1 | fat
adeps | 3 | the soft fat of an animal, lard or grease
adeps | 4 | of a person, corpulence, flabbiness
adeps | 5 | the soft sappy wood beneath the bark, or rich marly soil
adequito | 1 | ride
adequito | 3 | to ride up to a place, to gallop up (with ad or the dative)
adequito | 4 | to ride alongside someone or past them
adhaereo | 1 | cling
adhaereo | 3 | to stick fast to something, to be attached to it
adhaereo | 4 | to keep close to a person, to hang about them
adhaereo | 5 | to be next to a thing, to border on it
adhaereo | 6 | to trail along at the end, to bring up the rear
adhaeresco | 1 | stick
adhaeresco | 3 | to stick fast to something, to catch and hold
adhaeresco | 4 | to fit or suit a thing, to accord with it
adhibeo | 1 | apply
adhibeo | 2 | summon
adhibeo | 3 | to hold or bring one thing to another: aures adhibere, to lend an ear
adhibeo | 4 | to call someone in, to bring them in and use them: adhibere medicum, to call in a doctor
adhibeo | 5 | adhibere ad consilium, to call someone in for advice, to consult them
adhibeo | 6 | to invite someone to dinner, to entertain them
adhibeo | 7 | to bring a thing to bear, to make use of it: vim adhibere, to use force
adhibeo | 8 | to show or exercise a quality: diligentiam adhibere, to take pains
adhinnio | 1 | neigh
adhinnio | 3 | to neigh at or after another horse
adhinnio | 4 | of a man, to whinny after something in lust, to be in heat for it
adhortatio | 1 | encouragement
adhortatio | 3 | an exhortation, a speech urging people on
adhortor | 1 | encourage
adhortor | 3 | to urge someone on to a thing, to exhort or encourage them (with ad or in)
adhuc | 1 | still
adhuc | 2 | yet
adhuc | 3 | up to now, so far, hitherto
adhuc | 4 | with a negative, not yet: nihil adhuc, nothing so far
adhuc | 5 | still, of something going on: stertis adhuc, are you still snoring
adhuc | 6 | of a thing that has only got so far, only now, just now
adhuc | 7 | in later Latin, besides, moreover, in addition
adhuc | 8 | in later Latin with a comparative, still: adhuc difficilior, harder still
adigo | 1 | drive
adigo | 2 | compel
adigo | 3 | to drive cattle or people to a place
adigo | 4 | to drive a weapon home, to force it in
adigo | 5 | to force someone into a state or an act against their will
adigo | 6 | adigere aliquem ad ius iurandum or sacramento, to put someone on oath, to swear troops in
adimo | 1 | remove
adimo | 2 | deprive
adimo | 3 | to take something away from someone, with the dative of the person
adimo | 4 | to take away a feeling or a state: metum adimere, to remove fear
adimo | 5 | of death, to carry someone off, to snatch them away
adimpleo | 1 | fill
adimpleo | 2 | fulfil
adimpleo | 3 | to fill something right up, to fill it full
adimpleo | 4 | to fulfil a promise or a prophecy, to carry out a duty
adipatus | 1 | greasy
adipatus | 3 | full of fat, greasy; as a noun, pastry made with fat
adipatus | 4 | of style, coarse and over-rich, bloated
adipiscor | 1 | obtain
adipiscor | 2 | reach
adipiscor | 3 | to catch up with someone, to overtake them
adipiscor | 4 | to attain something by effort, to win or gain it: gloriam adipisci, to win glory
adipiscor | 5 | adeptus is sometimes passive in sense, having been obtained
aditio | 1 | approach
aditio | 3 | a going up to something, an approach
aditio | 4 | aditio hereditatis, the formal entering upon an inheritance
adito | 1 | visit often
adito | 3 | to go to a place again and again, to keep approaching, an early Latin word
aditus2 | 1 | approach
aditus2 | 2 | entrance
aditus2 | 3 | a going to a thing, an approach
aditus2 | 4 | leave to approach someone, admittance: aditus faciles, easy of access
aditus2 | 5 | the way in, the entrance or avenue, the opposite of abitus
aditus2 | 6 | an opening or opportunity for something
adjaceo | 1 | lie near
adjaceo | 3 | to lie next to something, to border on it, with the dative or accusative, usually of places
adjectio | 1 | addition
adjectio | 3 | an adding on, an increase
adjectio | 4 | in architecture, the projecting moulding of a pedestal
adjectio | 5 | in rhetoric, the repeating of a word for effect
adjectio | 6 | at an auction, a raised bid
adjicio | 1 | add
adjicio | 2 | throw
adjicio | 3 | to throw or set one thing near another
adjicio | 4 | to add something to what is there, to increase it
adjicio | 5 | to turn the mind or the eye to a thing: oculos adjicere, to cast an eye on
adjicio | 6 | of a speaker, to add a further remark
adjicio | 7 | at an auction, to raise a bid, to outbid
adjudico | 1 | adjudge
adjudico | 3 | as a judge, to award something to someone, the opposite of abiudico
adjudico | 4 | to assign or credit a thing to someone
adjugo | 1 | yoke
adjugo | 3 | in gardening, to tie a vine shoot to its support
adjugo | 4 | to join or add one thing to another
adjumentum | 1 | help
adjumentum | 3 | a means of help, an aid or support
adjunctio | 1 | joining
adjunctio | 3 | a joining or binding together, a union
adjunctio | 4 | an addition made to something
adjunctio | 5 | in rhetoric, a qualifying clause; also the repetition of a word for effect
adjungo | 1 | attach
adjungo | 3 | to yoke or harness animals
adjungo | 4 | to join one person or thing to another (with ad or the dative)
adjungo | 5 | to win someone over, to attach them to you as an ally or friend
adjungo | 6 | to apply the mind to something: animum adiungere ad studium
adjungo | 7 | to add something as an accompaniment, to subjoin it
adjungo | 8 | adiuncta as a noun, the attendant circumstances of a case
adjuro1 | 1 | swear
adjuro1 | 3 | to swear to something, to confirm it on oath
adjuro1 | 4 | to swear by a person or a god: per omnes deos adiuro
adjuro1 | 5 | to add a further oath to one already sworn
adjuro1 | 6 | in later Latin, to entreat someone earnestly, and in the Church Fathers, to adjure a demon
adjuto | 1 | help
adjuto | 3 | to help or be of service to someone, common in Plautus and Terence
adjutor2 | 1 | helper
adjutor2 | 3 | one who helps, a supporter or backer
adjutor2 | 4 | an official assistant: an adjutant, deputy, or secretary
adjutrix | 1 | helper
adjutrix | 3 | a woman or a thing that helps, a female assistant
adjutrix | 4 | legiones adiutrices, legions raised to reinforce the regular army
adjuvo | 1 | help
adjuvo | 3 | to help or assist someone, taking a plain accusative where most such verbs take the dative
adjuvo | 4 | to feed or sustain a state of mind: adjuvare insaniam, to encourage someone's madness
adjuvo | 5 | with no object, to be of use, to do some good: adiuvat, it helps
adminiculo | 1 | prop
adminiculo | 3 | to prop a vine up, to stake it
adminiculo | 4 | to support or help someone
adminiculum | 1 | prop
adminiculum | 3 | the stake or pole a vine is tied to
adminiculum | 4 | any prop or stay, a physical support
adminiculum | 5 | help, backing, an aid or an assistant
administer | 1 | assistant
administer | 3 | one at hand to help, a servant or attendant
administer | 4 | an agent or instrument in an affair, often in a bad sense: an accomplice
administratio | 1 | administration
administratio | 2 | help
administratio | 3 | help or service given, a lending of hands
administratio | 4 | the management or direction of a thing: administratio rei publicae, the running of the state
administro | 1 | manage
administro | 2 | serve
administro | 3 | to be at hand to help, to wait on someone
administro | 4 | to manage, direct, or carry on a thing: bellum administrare, to conduct a war
administro | 5 | to carry something out, to get it done
admirabilis | 1 | admirable
admirabilis | 2 | astonishing
admirabilis | 3 | worthy of admiration, fine, remarkable
admirabilis | 4 | causing surprise, strange, paradoxical: Cicero renders the Greek paradoxa by admirabilia
admirabilitas | 1 | wonderfulness
admirabilitas | 3 | the quality in a thing that stirs admiration or wonder
admiratio | 1 | admiration
admiratio | 2 | astonishment
admiratio | 3 | admiration, a high regard for someone or something
admiratio | 4 | wonder or surprise: admirationem movere, to cause astonishment
admiror | 1 | admire
admiror | 2 | wonder
admiror | 3 | to regard something with admiration, to think highly of it
admiror | 4 | to be astonished at something, to wonder at it
admiror | 5 | to gaze at a thing longingly, to covet it
admisceo | 1 | mix
admisceo | 3 | to mix one thing in with another, with the ablative of what it is mixed into
admisceo | 4 | to add people to a body of others: milites admiscere, to mix troops in
admisceo | 5 | se admiscere, to meddle in something, to get oneself mixed up in it
admissarius | 1 | stallion
admissarius | 3 | a male animal kept for breeding, a stallion or a jackass
admissarius | 4 | of a lecherous man, a stud
admissio | 1 | admission
admissio | 3 | an audience with a prince, leave to come in
admissio | 4 | in breeding, the putting of the male to the female
admissio | 5 | the entering upon an inheritance
admitto | 1 | admit
admitto | 2 | commit
admitto | 3 | to let someone in, to grant them access or an audience
admitto | 4 | to allow something to happen, to permit it
admitto | 5 | to commit a crime, to be guilty of it: facinus admittere, to do a wicked deed
admitto | 6 | of a horse, to give it its head, to let it go at a gallop
admitto | 7 | of words and prayers, to let them in, to give them a hearing
admodum | 1 | very
admodum | 2 | quite
admodum | 3 | to a great degree, very, exceedingly, with adjectives, verbs, and adverbs
admodum | 4 | fully, completely, of numbers and time: turres admodum centum viginti, a full hundred and twenty towers
admodum | 5 | with a negative, at all: nullus admodum, none whatever
admodum | 6 | in an answer, just so, quite right, certainly
# review: admolior general sense is 'bring one thing to another'; the attested use is manus admoliri
admolior | 1 | lay hands on
admolior | 3 | to bring or move one thing up to another: manus admoliri, to lay hands on something
admolior | 4 | to struggle or push one's way towards a place
admoneo | 1 | remind
admoneo | 2 | warn
admoneo | 3 | to put someone in mind of something, in a friendly way, with the genitive or de
admoneo | 4 | to advise or caution someone, to warn them off
admoneo | 5 | to call a thing back to memory, to bring it to mind again
admoneo | 6 | of a creditor, to remind a debtor of the debt, to dun them
admoneo | 7 | in poetry, to urge on with a goad or a weapon, to spur
admonitio | 1 | reminder
admonitio | 2 | warning
admonitio | 3 | a recalling of something to mind, a suggestion
admonitio | 4 | a mild rebuke, what Cicero calls a gentler sort of scolding
admonitio | 5 | in later Latin, a correction or a beating
admonitor | 1 | monitor
admonitor | 3 | one who reminds another of something
admonitor | 4 | one who urges another on to act
admonitus2 | 1 | reminder
admonitus2 | 3 | a reminding, a prompting or suggestion
admonitus2 | 4 | advice or a request acted on: admonitu tuo, at your suggestion
admonitus2 | 5 | a reproof
admordeo | 1 | bite
admordeo | 3 | to bite into something, to gnaw at it
admordeo | 4 | to take a bite out of someone's money, to fleece them
admotio | 1 | application
admotio | 3 | the bringing of one thing to another: digitorum admotio, the placing of the fingers on an instrument
admoveo | 1 | bring near
admoveo | 2 | apply
admoveo | 3 | to bring or move something up to a place, with ad or the dative
admoveo | 4 | in war, to bring up troops or siege works: turres admovere, to move the towers up
admoveo | 5 | to put one thing to another for a purpose: manum admovere, to set a hand to something
admoveo | 6 | in the passive of places, to lie near, to be situated close by
admoveo | 7 | to apply something to the mind, to bring a spur or a motive to bear
admurmuratio | 1 | murmuring
admurmuratio | 3 | a murmur running through a crowd in disapproval
admurmuratio | 4 | a murmur of approval
admutilo | 1 | fleece
admutilo | 3 | to clip or shave someone close
admutilo | 4 | to fleece someone of their money, a joke of Plautus
adnepos | 1 | great-great-great-grandson
adnepos | 3 | the son of an abnepos, that is, a great-great-great-grandson
adoleo1 | 1 | burn
adoleo1 | 3 | in sacrifice, to burn an offering on the altar, and so to honour or worship a god
adoleo1 | 4 | in later Latin, simply to burn something up
adolesco | 1 | grow
adolesco | 3 | to grow up towards full size, of people, animals, plants, and seasons
adolesco | 4 | of feelings and other abstract things, to grow greater, to increase
adolesco | 5 | in sacrifice, of an altar fire, to blaze up
adolesco | 6 | adultus as an adjective: grown up, full-grown, mature
adoperio | 1 | cover
adoperio | 3 | to cover something over, most often in the perfect participle: capite adoperto, with the head covered
adoptatio | 1 | adoption
adoptatio | 3 | the taking of someone as one's own child
adoptio | 1 | adoption
adoptio | 3 | the taking of someone into the family in place of a son or a grandson
adoptio | 4 | of plants, grafting; of bees, admission into a new hive
adoptivus | 1 | adoptive
adoptivus | 3 | belonging to or gained by adoption: filius adoptivus, an adopted son
adoptivus | 4 | of a plant, grafted onto another stock
adopto | 1 | adopt
adopto | 2 | choose
adopto | 3 | to take something to oneself by choice, to pick or select it
adopto | 4 | to adopt someone as a son or grandson, a formal act at law
adopto | 5 | in gardening, to graft a shoot onto another tree
ador | 1 | spelt
ador | 3 | a kind of grain, spelt, used in the oldest Roman sacrifices
adoreus1 | 1 | of spelt
adoreus1 | 3 | made of spelt, of spelt: far adoreum, spelt grain
adoreus1 | 4 | adorea as a noun, a reward for valour and so glory in war, from the grain once given as a prize
adorior | 1 | attack
adorior | 2 | undertake
adorior | 3 | to go up to someone in order to speak, to accost them
adorior | 4 | to come at someone with hostile intent, to assault them
adorior | 5 | to set about something hard or dangerous, to attempt it
adorno | 1 | equip
adorno | 2 | adorn
adorno | 3 | to get something ready for a purpose, to fit it out or provide it
adorno | 4 | to decorate or embellish something, to dress it up
adoro | 1 | worship
adoro | 2 | entreat
adoro | 3 | in the earliest Latin, to speak to someone, to address them or treat with them
adoro | 4 | to entreat a god, to pray for something
adoro | 5 | to reverence and worship a god, to adore
adoro | 6 | to admire or esteem someone highly, with no religious sense
adoro | 7 | under the emperors, to pay a ruler divine honours in the eastern manner
adrado | 1 | shave
adrado | 3 | to scrape or shave something close, to pare it down
adrado | 4 | of a piece of writing, to trim it back, to prune it
adsum | 1 | attend
adsum | 2 | support
adsum | 3 | to be present, to be there, the opposite of absum
adsum | 4 | of time, to be at hand, to have come: Vesper adest, evening is here
adsum | 5 | to stand by someone and help them, to support them, with the dative
adsum | 6 | to appear before a court, to answer a summons
adsum | 7 | adesse animo or animis, to pay attention, and also to take heart
adsum | 8 | to arrive, to turn up, to come on the scene
adsum | 9 | of the senate, to attend, to be in session
adulatio | 1 | flattery
adulatio | 3 | the fawning of a dog, its wagging welcome
adulatio | 4 | cringing flattery, servile adulation
adulatio | 5 | the eastern custom of prostrating oneself before a king
adulator | 1 | flatterer
adulator | 3 | a cringing flatterer, a sycophant
adulescens | 1 | youth
adulescens | 3 | as an adjective, growing up, not yet come to full growth
adulescens | 4 | a young man or a young woman, roughly between fifteen and thirty
adulescentia | 1 | youth
adulescentia | 3 | the time of life between boyhood and full manhood, roughly from fifteen to thirty
adulescentula | 1 | girl
adulescentula | 3 | a very young girl, and also a term of endearment for a grown woman
adulescentulus | 1 | youngster
adulescentulus | 3 | a very young man; Cicero uses the word of himself at twenty-seven
adulo | 1 | fawn
adulo | 3 | of a dog, to fawn, to whine and wag in welcome
adulor | 1 | flatter
adulor | 2 | fawn
adulor | 3 | of an animal, to fawn on someone, to cling to them
adulor | 4 | to flatter someone cringingly, to play the sycophant
adulor | 5 | to prostrate oneself before a king in the eastern manner
adulter1 | 1 | adulterer
adulter1 | 3 | an adulterer, or in the feminine an adulteress
adulter1 | 4 | adulter solidorum, a counterfeiter of coin
adulter1 | 5 | in Christian Latin, a bastard, the child of an unlawful union
adulter2 | 1 | adulterous
adulter2 | 3 | adulterous, unchaste: crines adulteri, a lover's carefully curled hair
adulter2 | 4 | counterfeit, false, not genuine
adulterinus | 1 | counterfeit
adulterinus | 2 | adulterous
adulterinus | 3 | born of adultery; of animals, not full-blooded
adulterinus | 4 | false or forged: signum adulterinum, a forged seal
adulterium | 1 | adultery
adulterium | 3 | adultery, relations with another man's wife
adulterium | 4 | the adulteration of goods, the faking of honey or of merchandise
adultero | 1 | adulterate
adultero | 2 | defile
adultero | 3 | to commit adultery, to defile a marriage
adultero | 4 | to falsify or adulterate a thing, to counterfeit it
adumbratio | 1 | sketch
adumbratio | 3 | a sketch in shadow, a drawing in perspective
adumbratio | 4 | a rough outline of a thing, a first draft
adumbratio | 5 | a mere show, a pretence, the semblance of something
adumbro | 1 | sketch
adumbro | 2 | shade
adumbro | 3 | to cast a shadow over something, to overshadow it
adumbro | 4 | in painting, to shade, to work in light and shade
adumbro | 5 | to represent a thing in outline only, and so imperfectly
adumbro | 6 | adumbratus as an adjective: counterfeit, feigned, apparent only
aduncus | 1 | hooked
aduncus | 3 | bent like a hook, curved: nasus aduncus, an aquiline nose
aduno | 1 | unite
aduno | 3 | to make things one, to gather them into a single body
aduro | 1 | scorch
aduro | 3 | to set something alight, to singe or scorch it
aduro | 4 | of frost, wind, or locusts, to nip and spoil a crop
aduro | 5 | in poetry, of love, to burn or inflame someone
aduro | 6 | adustus as an adjective: sunburnt, browned, swarthy
# review: adusque 'unto' is archaic and vague; is a 3-word preposition gloss acceptable here?
adusque | 1 | as far as
adusque | 3 | as a preposition with the accusative, all the way to, right up to
adusque | 4 | as an adverb, throughout, wholly, a strengthened usque
adustio | 1 | burning
adustio | 3 | a burning or scorching, and the burn it leaves
adustio | 4 | an inflammation, especially the sunstroke in children called siriasis
adveho | 1 | convey
adveho | 3 | to carry or bring someone or something to a place, especially by cart or ship
adveho | 4 | in the passive, to be brought to a place, to arrive by transport
advena | 1 | newcomer
advena | 2 | foreigner
advena | 3 | someone who has come from elsewhere, a stranger or an immigrant
advena | 4 | of birds, migratory, coming from abroad
advena | 5 | a stranger to a subject, someone ignorant or unpractised in it
advenio | 1 | arrive
advenio | 3 | to come to a place, to reach it or arrive at it
advenio | 4 | of a time or an event, to come on, to arrive
advenio | 5 | to come into someone's possession, to fall to them
advenio | 6 | of a letter, to be delivered, to come in
adventicius | 1 | foreign
adventicius | 2 | extra
adventicius | 3 | coming from outside, foreign, not one's own
adventicius | 4 | added beyond what is usual, out of the ordinary: fructus adventicius, an unlooked-for yield
adventicius | 5 | got without one's own effort: pecunia adventicia, money from outside the family estate
adventicius | 6 | belonging to an arrival: cena adventicia, a welcome-home dinner
advento | 1 | draw near
advento | 3 | to keep drawing nearer, to be on the way, said of a person or an army
advento | 4 | of a time or a disaster, to be coming on
adventor | 1 | visitor
adventor | 3 | someone who arrives, a guest
adventor | 4 | a customer at an inn or a shop
adventus | 1 | arrival
adventus | 3 | a coming, an approach, an arrival
adventus | 4 | the state of being there after arriving, one's presence
adventus | 5 | of troubles or of mental images, their onset, their coming upon one
adverbialis | 1 | adverbial
adverbialis | 3 | belonging to an adverb, or used as one
adversarius | 1 | opponent
adversarius | 2 | hostile
adversarius | 3 | standing opposite, set against someone in any kind of contest
adversarius | 4 | as a noun, an antagonist, opponent, rival, or enemy
adversarius | 5 | adversaria in the plural, a day book, the rough account book kept before entries were written up
adversor | 1 | oppose
adversor | 3 | to set oneself against someone or something, to resist them, with the dative
adversus3 | 1 | against
adversus3 | 2 | towards
adversus3 | 3 | as an adverb, opposite, facing, in the way: ire adversus, to go to meet someone
adversus3 | 4 | as a preposition, facing or opposite a thing, in front of it
adversus3 | 5 | of behaviour, towards someone: quo modo me gererem adversus Caesarem, how I should conduct myself towards Caesar
adversus3 | 6 | in a hostile sense, against: adversus hostem, against the enemy
adversus3 | 7 | in comparison with, set beside something
adverto | 1 | turn
adverto | 2 | notice
adverto | 3 | to turn a thing towards a place or a person
adverto | 4 | of ships, to steer or bring in to shore
adverto | 5 | animum advertere, to turn the mind to something, and so to notice or perceive it
adverto | 6 | to draw someone else's attention to a thing, to make them look
adverto | 7 | advertere in aliquem, to deal with someone, that is, to punish them
adverto | 8 | adversus as an adjective: facing, in front; and hostile, unfavourable: res adversae, misfortune
advesperascit | 1 | grow dark
advesperascit | 3 | impersonal: evening is coming on, it is getting dark
advigilo | 1 | watch
advigilo | 3 | to keep watch over something, to guard it, with ad or the dative
advigilo | 4 | to give one's care and attention to a thing, to be vigilant for it
advivo | 1 | live on
advivo | 3 | to go on living, to live on
advivo | 4 | to live alongside someone: cum quo advixit, with whom she lived
advocatio | 1 | counsel
advocatio | 3 | legal help given to a party in a suit
advocatio | 4 | the whole body of counsel supporting someone, the bar
advocatio | 5 | the time allowed for finding legal help, and so an adjournment or delay
advocatio | 6 | in later Latin, comfort or consolation
advoco | 1 | summon
advoco | 2 | consult
advoco | 3 | to call someone to a place, especially for advice or help
advoco | 4 | to call someone in as counsel or a witness in a suit
advoco | 5 | to turn the mind to a thing: animum ad se advocare, to call one's thoughts home
advoco | 6 | to ask for a delay or an adjournment
advoco | 7 | advocatus as a noun: a supporter in court, and in later Latin an advocate or barrister
advolo | 1 | fly
advolo | 3 | of birds, to fly to a place
advolo | 4 | of people, to rush up, to come flying: advolare ad urbem, to descend on the city
advolvo | 1 | roll
advolvo | 3 | to roll something up to a place: robora focis advolvere, to roll logs to the hearth
advolvo | 4 | of a suppliant, to throw oneself down before someone: genibus advolvi, to fall at their knees
aedes | 1 | temple
aedes | 2 | house
aedes | 3 | in the singular, a temple, the dwelling of a god, originally a single undivided room
aedes | 4 | in the plural, a house, a dwelling made up of several rooms
aedes | 5 | of bees, their cells or hive
aedes | 6 | aedes aurium, the chambers of the ears, a figure of Plautus
aedicula | 1 | shrine
aedicula | 3 | a small chapel or shrine holding a god's statue
aedicula | 4 | in the plural, a small house, a modest dwelling
aedificatio | 1 | building
aedificatio | 3 | the act of building, construction
aedificatio | 4 | a building itself, a structure
aedificatio | 5 | in Christian Latin, edification, the building up of the faithful
aedificator | 1 | builder
aedificator | 3 | one who builds, a builder
aedificator | 4 | someone with a passion for building, given to putting things up
aedificium | 1 | building
aedificium | 3 | a building of any kind, even one not meant to be lived in, where aedes is a dwelling
aedifico | 1 | build
aedifico | 3 | to build a house, to put a building up
aedifico | 4 | to construct anything at all: navem aedificare, to build a ship
aedifico | 5 | to build up or establish something abstract: rem publicam aedificare
aedifico | 6 | in Christian Latin, to build someone up in faith, to edify
aedilicius | 1 | aedilician
aedilicius | 3 | belonging to an aedile: munus aedilicium, an aedile's public duty
aedilicius | 4 | as a noun, a man who has held the aedileship
aedilis | 1 | aedile
aedilis | 3 | a Roman magistrate in charge of public buildings, streets, markets, and the games
aedilitas | 1 | aedileship
aedilitas | 3 | the office of aedile, and the term of holding it
aeditimus | 1 | temple keeper
aeditimus | 3 | the keeper and caretaker of a temple, the older form of aedituus
aedituus | 1 | temple keeper
aedituus | 3 | the keeper of a temple, its caretaker and guard
aedituus | 4 | in Christian Latin, a minister or priest of the sanctuary
aeger | 1 | sick
aeger | 2 | troubled
aeger | 3 | ill in body, unwell, diseased, of people, animals, and even plants
aeger | 4 | troubled in mind, anxious, sad: aeger amore, sick with love
aeger | 5 | of the state, weak and failing, in a bad way
aeger | 6 | as a noun, a sick person, a patient
aeger | 7 | the adverb aegre: with difficulty, hardly, scarcely
aeger | 8 | aegre ferre, to take a thing badly, to be put out by it
aegis | 1 | aegis
aegis | 3 | the shield of Jupiter, and the shield of Minerva bearing the Gorgon's head
aegis | 4 | any shield or defence
aegis | 5 | in the larch tree, the wood lying nearest the pith
aegresco | 1 | sicken
aegresco | 3 | to fall ill, to grow sick
aegresco | 4 | to grow worse, to become more violent: aegrescit medendo, it grows worse for the treating
aegresco | 5 | to be troubled or grieved, to pine with care
aegrimonia | 1 | sorrow
aegrimonia | 3 | grief or anxiety of mind, a trouble that gnaws at one
aegritudo | 1 | sickness
aegritudo | 2 | grief
aegritudo | 3 | illness of the body, sickness
aegritudo | 4 | grief, sorrow, distress of mind, one of the four passions in Stoic ethics
aegrotatio | 1 | illness
aegrotatio | 3 | sickness or disease of the body, where aegritudo covers the mind as well
aegroto | 1 | ail
aegroto | 3 | to be ill, to be sick: graviter aegrotare, to be seriously ill
aegroto | 4 | of the mind, to be sick, to suffer from a fault
aegroto | 5 | of things, to languish, to be in a poor way
aegrotus | 1 | sick
aegrotus | 3 | ill in body, sick, unwell
aegrotus | 4 | of the mind, sick, sore, out of sorts
aemulatio | 1 | rivalry
aemulatio | 2 | jealousy
aemulatio | 3 | an effort to equal or outdo another, emulation in a good sense
aemulatio | 4 | jealousy, envy, ill-natured rivalry
aemulator | 1 | imitator
aemulator | 3 | a zealous imitator of someone, an emulator in a good sense
aemulor | 1 | rival
aemulor | 2 | envy
aemulor | 3 | with the accusative, to try to equal or outdo someone, to vie with them
aemulor | 4 | with the dative, to be jealous of someone, to grudge them what they have
aemulus | 1 | rival
aemulus | 3 | striving to equal someone, emulous of them, with the genitive: laudis aemulus, a rival for glory
aemulus | 4 | in a bad sense, jealous, grudging, envious
aemulus | 5 | as a noun, a rival, and especially a rival in love
aeneus | 1 | of bronze
aeneus | 3 | made of copper or bronze: statua aenea, a bronze statue
aeneus | 4 | bronze-coloured: barba aenea, a red-bronze beard
aenus3 | 1 | of bronze
aenus3 | 3 | made of bronze, the poetic form of aheneus
aenus3 | 4 | firm and unyielding, invincible: manus aenae, hands of bronze
aenus3 | 5 | hard, pitiless, inexorable
aequabilis | 1 | uniform
aequabilis | 2 | fair
aequabilis | 3 | able to be made equal to something, equal or like it
aequabilis | 4 | even and consistent, unvarying, steady
aequabilis | 5 | fair and impartial in dealing with others
aequabilitas | 1 | evenness
aequabilitas | 3 | uniformity, an even and steady course: aequabilitas motus, regularity of movement
aequabilitas | 4 | fairness and impartiality in law
aequabilitas | 5 | in style, an even and level manner of writing
aequaevus | 1 | coeval
aequaevus | 3 | of the same age as someone, a word of poetry
aequalis | 1 | equal
aequalis | 2 | contemporary
aequalis | 3 | equal or like something, able to be set on a level with it, with the dative
aequalis | 4 | of the same age: aequales mei, men of my own years
aequalis | 5 | living at the same time; as a noun, a contemporary
aequalis | 6 | of the same size or look, matching
aequalis | 7 | even and unvarying, uniform
aequalitas | 1 | equality
aequalitas | 3 | equality or likeness between things, uniformity
aequalitas | 4 | equality of political rights
aequalitas | 5 | equality of age between people
aequalitas | 6 | the evenness of a surface: aequalitas maris, a calm sea
aequanimitas | 1 | equanimity
aequanimitas | 2 | goodwill
aequanimitas | 3 | in early Latin, kindly feeling, goodwill towards someone
aequanimitas | 4 | in later Latin, calmness under trouble, patience, equanimity
aequidici | 1 | balanced verses
aequidici | 3 | verses built out of balanced, matching expressions, what the Greeks call antithetic
